interval;flood_startdate;lod_crit_m;perspective;Ero_validvol_m3;Ero_discvol_m3;Ero_totvol_m3;Ero_lossvol_percent;Ero_validarea_m2;Ero_discarea_m2;Ero_totarea_m2;Ero_validzoneavg_m_per_cell;Depo_validvol_m3;Depo_discvol_m3;Depo_totvol_m3;Depo_lossvol_percent;Depo_validarea_m2;Depo_discarea_m2;Depo_totarea_m2;Depo_validzoneavg_m_per_cell;raster_res_m;reported_date;comment
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
